year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzazkoa,Ez da guztiz egokia
2016,226,,,,"En un programa de cribado de cáncer de colon, a un paciente de 52 años se le realiza una colonoscopia. Todo el colon es de aspecto normal, salvo el hallazgo de un pólipo pediculado de 2 cm en sigma que se extirpa con asa de diatermia. El resultado anatomopatológico nos indica que existe un carcinoma in situ limitado a la cabeza del pólipo. Tiene una TC toracoabdominal informado como normal. Indique cuál sería la conducta correcta a seguir.","El carcinoma in situ está delimitado por la membrana basal, o sea que no es invasivo aún, y por tanto, el tratamiento es la polipectomía, que ya está hecha. Posteriormente conviene hacer un seguimiento endoscópico (con biopsias) con un intervalo de entre 3 y 6 meses en función de sus antecedentes, edad y patologías concomitantes.",,APARATO DIGESTIVO,,,,Resección segmentaria del colon afecto.,Vigilancia periódica endoscópica.,Resección local de la base del pólipo.,Sigmoidectomía más linfadenectomía.,,2,,
2016,31,,,,"Mujer de 20 años con tumoración ovárica de 15 cm, sólido-quística, detectada por ecografía tras presentar síntomas abdominales inespecíficos. En el estudio anatomopatológico de la pieza correspondiente se encuentran dientes, pelos, zonas de epitelio intestinal, áreas de epitelio escamoso (15%) y bronquial, así como elementos neuroectodérmicos y embrionarios en varias de las preparaciones histológicas. En referencia a este caso, señale el diagnóstico correcto:","Tras leer la pregunta y las posibles respuestas, contamos con dos opciones tumorales y dos no tumorales. En ningún momento nos comentan rasgos atípicos celulares, con lo que podemos descartar sin miedo las lesiones tumorales, quedando dudas entre las respuestas 2 y 3. En este caso, tendríamos que decantarnos por el TERATOMA INMADURO, al mencionar la presencia de restos embrionarios.",,ANATOMÍA PATOLÓGICA,,,,Teratocarcinoma.,Teratoma inmaduro.,Teratoma quístico maduro.,Disgerminoma.,,2,,
2016,32,,,,"Mujer de 59 años que presenta diarrea crónica acuosa de 4 meses de evolución. En la endoscopia, la mucosa no mostraba aspectos relevantes. En concreto, no se observaron úlceras o áreas friables. Se realizó biopsia del colon transverso. En el estudio histopatológico se reconoció un área engrosada por debajo del epitelio de revestimiento superficial, que era más evidente mediante técnica de tricrómico de Masson y que conllevaba atrofia y denudación epitelial. También se apreció un claro incremento en la densidad de linfocitos intraepiteliales. ¿El diagnóstico de la lesión intestinal es?","En este caso, la presencia de engrosamiento de la capa de colágeno subepitelial, más evidente con el tricrómico de Masson (tinción especial que permite diferenciar las fibras de colágeno), es patognomónica de la colitis colágena. La atrofia junto con la denudación epitelial son características de esta enfermedad, la cual no suele causar alteraciones macroscópicas de la mucosa. Un incremento de la densidad de linfocitos intraepiteliales y la ausencia de mención de alteraciones arquitecturales de las criptas (características de la colitis ulcerosa y la enfermedad de Crohn) nos apoyan en este diagnóstico.",,ANATOMÍA PATOLÓGICA,,,,Colitis ulcerosa cronificada.,Colitis pseudomembranosa.,Colitis colágena.,Enfermedad de Crohn fibrosante.,,3,,
2016,33,,,,Mujer de 67 años diagnosticada de un carcinoma ductal infiltrante de mama y sin historia familiar de neoplasia. ¿Qué estudios adicionales deben realizarse en el tumor por sus implicaciones clínico-terapéuticas?,"La respuesta correcta sería la 2, ESTUDIO DE RECEPTORES HORMONALES Y DE HER2 ya que unos receptores positivos para HER2 implican una mayor agresividad del tumor pero tratamiento con trastuzumab y unos receptores hormonales positivos implicarían la utilización de hormonoterapia. La respuesta 1 es descartable de visu, mientras que la 3 y la 4 debieran descartarse ya que al tratarse de la primera mujer en la familia con carcinoma de mama, no sería obligado el estudio de los familiares de la paciente. Así mismo, la e-cadherina es importante para el diagnóstico diferencial de un carcinoma lobulillar de mama, no de uno ductal.",,ANATOMÍA PATOLÓGICA,,,,Estudio fenotípico completo mediante citometría de flujo.,Estudio de receptores hormonales y de HER2.,"Estudio de receptores hormonales, e-cadherina y estudio de familiares de primer grado.",Estudio de BRCA 1-2 y estudio de familiares de primer grado.,,2,,
2016,55,,,,"Una paciente de 70 años ingresa en UCl tras sufrir IAM anterior tratado mediante angioplastia coronaria y colocación de stent en la arteria descendente anterior. 4 días después presenta bruscamente hipotensión que obliga a aporte vigoroso de volumen, inicio de drogas vasoactivas, intubación orotraqueal y conexión a la ventilación mecánica. A la exploración física destaca un soplo no presente previamente. Ante la sospecha de complicación mecánica del infarto,se realiza ecocardiografia transtorácica que muestra derrame pericárdico. Señale la Respuesta CORRECTA:",En caso de rotura de pared libre no hay frémito palpable.,,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,La mortalidad con tratamiento médico es del 20%.,En caso de rotura de pared libre hay salto oximétrico en el ventrículo derecho en el cateterismo de Swan-Ganz.,En caso de rotura de pared libre no hay frémito palpable.,Las complicaciones mecánicas suelen aparecer en el primer día postinfarto,,3,,Ez dago azalpenik
2016,56,,,,Paciente de 54 años que ingresa por fiebre termometrada de 38°C en los cinco días previos y disnea de reposo( lV) que apareció 6 horas antes de acudir al hospital. En urgencias la exploración es compatible con insuficiencia cardiaca y el ECG muestra bloqueo auriculo-ventricular completo con una frecuencia ventricular de escape de 45 lpm. Los signos de insuficiencia cardiaca son refractarios al tratamiento médico y la ecocardiografia transesofágica realizada muestra una válvula aórtica con orificio regurgitante efectivo de 0.5 cm2_ Los cultivos seriados son positivos para Streptococcus gallolyticus. Indique la actitud más acertada:,Cirugía cardiaca de reemplazo valvular aórtico por prótesis mecánica con terapia antibiótica según antibiograma.,,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Cirugía cardiaca de reemplazo valvular aórtico por prótesis mecánica con terapia antibiótica según antibiograma.,"Terapia antibiótica según antibiograma e implantación de balón de contrapulsación intra-aórtico y marcapasos transitorio hasta 3semanas, tras las cuales se implantará marcapasos definitivo.","Implantación de marcapasos transitorio, terapia antibiótica según antibiograma e implantación percutánea de prótesis valvular aórtica.",Implantación urgente de marcapasos definitivo con terapia antibiótica según antibiogramadurante 6 semanas.,,1,,Ez dago azalpenik
2016,57,,,,"Mujer de 72 años que acude al hospital por dolor torácico opresivo de 2 horas de evolución. La presión arterial es de 68/32 mm Hg, la frecuencia cardiaca es de 124 latidos/min, la frecuencia respiratoria es de 32 respiraciones/min, la saturación de oxígeno del 91% con oxígeno al 50%.A la auscultación pulmonar se aprecian crepitantes bilaterales. Se realiza un ECG que muestra lesión subepicárdica en cara anterior, con imagen especular en cara inferior. En la radiografía de tórax se aprecia patrón alveolar bilateral. ¿Cuál es su decisión terapeútica?",Realizar coronariografia urgente.,,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Iniciar infusión de nitratos i.v.,Realizar fibrinolisis con tenecteplase (TNK).,Realizar angioplastia coronaria urgente.,Administrar furosemida 40 mg i.v.,,3,,Ez dago azalpenik
2016,59,,,,"Mujer de 73 años de edad que ingresa por cuadro de disnea progresiva hasta hacerse de reposo, ortopnea y aumento de 4 kg de peso. En la exploración fisica se aprecia presión arterial de 150/84 mm Hg, frecuencia cardiaca 100 latidos/minuto, aumento de la presión venosa yugular, crepitantes en ambas bases y edemas maleolares. Tratamiento habitual: enalapril 5 mg cada 12 horas, furosemida 80 mg al día. ¿Cuál es el tratamiento más adecuado en este momento?",Aumentar dosis de enalapril según tolerancia y administrar turosemida por vía intravenosa.,,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,Administrar fiirosemida por vía intravenosa.,Aumentar dosis de enalapril según tolerancia y administrar furosemida por vía intravenosa.,Iniciar un beta-bloqueante.,Añadir tratamiento con amlodipino.,,2,,Ez dago azalpenik
2016,60,,,,Hombre de 60 años de edad con antecedentes de hipertensión arterial y dislipemia ha sido recientemente diagnosticado de insuficiencia cardiaca. Tras realizar las pruebas pertinentes se objetiva que conserva la fracción de eyección del ventrículo izquierdo (>50%). En relación al tratamiento señale la respuesta lNCORRECTA:,El tratamiento con diuréticos debe iniciarse a dosis altas.,,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,El tratamiento inicial debería dirigirse alproceso patológico subyacente.,El tratamiento con diuréticos debe iniciarse a dosis altas.,En caso de precisar tratamiento con nitratos debe iniciarse a dosis bajas.,La disnea puede tratarse reduciendo la activación neurohormonal con inhibidores de la enzima convertidora de la angiotensina o antagonistas de los receptores de la angiotensina.,,2,,Ez dago azalpenik
2016,64,,,,"Paciente de 65 años que presenta disnea progresiva de 5 días de evolución hasta hacerse de reposo, ortopnea de tres almohadas y episodios de disnea paroxística nocturna. A la auscultación destaca crepitantes bilaterales, soplo holosistólico irradiado a axila y ritmo de galope por tercer y cuarto ruido. Señale la afirmación lNCORRECTA:",El cuarto ruido suele aparecer cuando existe un cierto grado de estenosis valvular.,,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,El tercer ruido coincide con la fase de llenado rápido de la diástole ventricular del ciclo cardiaco.,El diagnóstico más probable es el de insuficiencia cardiaca.,El soplo holosistólico puede corresponder a una insuficiencia mitral.,El cuarto ruido suele aparecer cuando existe un cierto grado de estenosis valvular.,,4,,Ez dago azalpenik
2016,227,,,,"Paciente de 76 años, con hipertensión y diabetes mellitus, que acude a Urgencias porque desde hace 72 horas ha comenzado con un cuadro de palpitaciones y disminución de su capacidad para hacer esfuerzos. A su llegada se documenta una fibrilación auricular con respuesta ventricular en torno a 120 lpm. ¿Cuál de las siguientes opciones es FALSA?:",Al ser el primer episodio de fibrilación auricular es el candidato idóneo para realizar una ablación con catéter.,,CARDIOLOGÍA Y CIRUGÍA VASCULAR,,,,"Este paciente debe estar anticoagulado oralmente de por vida, salvo contraindicación.","Si decidimos realizar una cardioversión a su llegada a Urgencias, sería necesario hacer previamente una ecocardiografía transesofágica.",Al ser el primer episodio de fibrilación auricular es el candidato idóneo para realizar una ablación con catéter.,Para frenar la frecuencia cardiaca podríamos emplear betabloqueantes.,,3,,Ez dago azalpenik
2016,65,,,,"Señale de entre las siguientes la complicación más probable que presenta un paciente intervenido, hace 20 años, de úlcera gástrica mediante antrectoínía y gastroyeyunostomía (Billroth II) que acude a su consulta refiriendo dolor abdominal postpradial, distensión abdominal, diarrea y datos analíticos de malabsorción de grasas y de vitamina B12:","El enunciado ha descrito la clínica de este síndrome. Suele ser una complicacion tardía (el paciente fue intervenido hace 20 años de un Bilroth II, recordemos que es una gastrectomia parcial, cierre del muñón gastrico y anastomosis de primera asa yeyunal al muñón), se acompaña de dolor postprandial, distensión abdominal. Lo que ha ocurrido es una estenosis del asa aferente, por lo que las secreciones biliares y pancreáticas no se mezclan con el bolo, se acumulan, producen dolor que se alivia con el vómito, no es posible la absorción de las grasas (falta la lipasa pancreatica), por lo que hay diarreas, y si se asocia con sobrecrecimiento bacteriano, hay malabsorción de vitamina B12. Si se tratara de Adenocarcinoma gástrico, habrían hablado de síndrome constitucional, manifestaciones extradigestiva (nódulo hermana Maria Jose, tumor de Krukenberg, nódulo Virchow). No es dumping porque no habla de clinica vegetativa (palpitaciones, rubefacción facial, etc…). La gastropatía por reflujo biliar es un diagnostico endoscópico, ademas no se asocia con diarreas ni con malabsorción.",,CIRUGÍA GENERAL,,,,Gastropatía por reflujo biliar.,Adenocarcinoma gástrico.,Síndrome de evacuación gástrica rápida (dumping).,Síndrome de asa aferente con sobrecrecimiento bacteriano.,,4,,
2016,50,,,,"Un hombre de 58 años refería una historia de 3 semanas de evolución con lesiones cutáneas progresivas, medianamente dolorosas, en su brazo izquierdo. Había empezado como una lesión eritematosa en su pulgar izquierdo. Tenía unas estrías rojizas visibles como líneas de conexión entre las lesiones. El paciente no presentaba fiebre ni otros síntomas generales. Había estado trabajando en su jardín pero no recordaba haberse hecho ninguna herida. El diagnóstico etiológico se realizó por cultivo de una biopsia cutánea. ¿Cuál es el agente causal más probable de este proceso?","Las lesiones con patrón esporotricoide o linfocutáneo que se describen pueden corresponder a una esporotricosis o a un granuloma de los acuarios, de modo que las dos primeras quedarían descartadas. El antecedente de haber estado trabajando en el jardín orienta más a una esporotricosis, aunque despista un poco el hecho de que la pregunta pide por el “agente causal” y no el nombre de la enfermedad, de modo que si consideramos la esporotricosis en realidad la respuesta debería ser Sporothrix schenckii Pese a ello,  a sabiendas que esta pregunta será correcta para muchos examinados aunque esté mal redactada -lo cual la anula directamente- no se promoverá la impugnación.",,"DERMATOLOGÍA, VENEREOLOGÍA Y CIRUGÍA PLÁSTICA",,,,Dermatofitosis por Microsporum gypseum.,Infección cutánea por Staphylococcus aureus.,Esporotricosis.,Infección cutánea por Mycobacterium marinum.,,3,,
